model,training_population,training_p_noise,test_opponent,episodes,n_rounds,p_noise,observation_mode,history_length,mean_reward,std_reward,mean_reward_per_round,mean_cooperation_rate,mean_defection_rate
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tft,100,200,0.0,last_n,3,418.0,0.0,2.09,0.43,0.5700000000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,mist,100,200,0.0,last_n,3,429.0,0.0,2.145,0.4600000000000001,0.54
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tftt,100,200,0.0,last_n,3,655.0,0.0,3.275,0.5499999999999998,0.45000000000000023
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_tft,100,200,0.0,last_n,3,183.0,0.0,0.915,0.2450000000000001,0.7549999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,generous_tft,100,200,0.0,last_n,3,475.54,15.852078728040686,2.3777,0.46449999999999997,0.5355000000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,alld,100,200,0.0,last_n,3,158.0,0.0,0.79,0.21000000000000005,0.7900000000000003
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_majo,100,200,0.0,last_n,3,171.0,0.0,0.855,0.22,0.7800000000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_majo,100,200,0.0,last_n,3,164.0,0.0,0.82,0.22,0.7800000000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,joss,100,200,0.0,last_n,3,391.96,15.888939549258787,1.9598,0.43345000000000006,0.5665499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_joss,100,200,0.0,last_n,3,404.91,11.63365376827074,2.02455,0.43165,0.5683499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober,100,200,0.0,last_n,3,431.0,0.0,2.155,0.4600000000000001,0.54
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober_3,100,200,0.0,last_n,3,429.0,0.0,2.145,0.4600000000000001,0.54
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_prober,100,200,0.0,last_n,3,424.0,0.0,2.12,0.44,0.5600000000000003
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tft,100,200,0.05,last_n,3,431.66,16.632630579676807,2.1583,0.44184999999999997,0.5581500000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,mist,100,200,0.05,last_n,3,433.62,17.34345986243806,2.1681,0.45160000000000006,0.5484
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tftt,100,200,0.05,last_n,3,620.66,18.902497189524986,3.1033,0.5519,0.4481
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_tft,100,200,0.05,last_n,3,212.12,15.504373576510599,1.0606,0.2828,0.7171999999999998
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,generous_tft,100,200,0.05,last_n,3,472.34,19.854077666816963,2.3617,0.46159999999999995,0.5384
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,alld,100,200,0.05,last_n,3,179.96,10.693848699135405,0.8998,0.26295,0.73705
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_majo,100,200,0.05,last_n,3,379.64,249.51703428824254,1.8981999999999999,0.3948,0.6052000000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_majo,100,200,0.05,last_n,3,319.71,227.42459387673972,1.59855,0.36,0.64
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,joss,100,200,0.05,last_n,3,401.73,18.43629843542353,2.0086500000000003,0.4347,0.5653
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_joss,100,200,0.05,last_n,3,417.15,18.533415767202765,2.08575,0.4397999999999999,0.5602
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober,100,200,0.05,last_n,3,436.16,17.07203561383352,2.1808,0.45235,0.54765
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober_3,100,200,0.05,last_n,3,425.99,46.67365316749911,2.12995,0.44650000000000006,0.5534999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_prober,100,200,0.05,last_n,3,429.36,38.74855352138967,2.1468000000000003,0.444,0.556
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tft,100,200,0.1,last_n,3,442.09,19.93544331084714,2.21045,0.45354999999999995,0.5464500000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,mist,100,200,0.1,last_n,3,440.86,21.16271249154985,2.2043,0.45595000000000013,0.5440499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tftt,100,200,0.1,last_n,3,598.5,16.36734553921313,2.9925,0.564,0.436
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_tft,100,200,0.1,last_n,3,243.63,19.082795916741343,1.21815,0.32755,0.6724500000000002
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,generous_tft,100,200,0.1,last_n,3,478.15,18.6372610648668,2.3907499999999997,0.4752,0.5247999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,alld,100,200,0.1,last_n,3,204.6,14.93519333654573,1.023,0.31115000000000004,0.6888500000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_majo,100,200,0.1,last_n,3,420.35,229.3718106045292,2.10175,0.45335000000000003,0.54665
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_majo,100,200,0.1,last_n,3,375.12,220.09258415494148,1.8756,0.4299000000000001,0.5700999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,joss,100,200,0.1,last_n,3,409.16,20.40574428929266,2.0458000000000003,0.44165,0.55835
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_joss,100,200,0.1,last_n,3,428.95,21.171856319179952,2.14475,0.4488000000000001,0.5512
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober,100,200,0.1,last_n,3,439.24,38.897331528011016,2.1962,0.45545,0.54455
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober_3,100,200,0.1,last_n,3,418.06,72.90086693586022,2.0903,0.4426000000000001,0.5573999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_prober,100,200,0.1,last_n,3,431.83,55.04726242057819,2.15915,0.449,0.5509999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tft,100,200,0.2,last_n,3,446.61,25.078634332833996,2.23305,0.47035000000000005,0.52965
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,mist,100,200,0.2,last_n,3,445.45,24.708045248461076,2.2272499999999997,0.47190000000000004,0.5280999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,tftt,100,200,0.2,last_n,3,557.94,21.71304676916623,2.7897000000000003,0.5817,0.41830000000000006
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_tft,100,200,0.2,last_n,3,301.77,18.512079839931545,1.5088499999999998,0.41275,0.5872499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,generous_tft,100,200,0.2,last_n,3,473.18,24.779580303144762,2.3659,0.4974,0.5025999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,alld,100,200,0.2,last_n,3,258.49,18.58251597604587,1.29245,0.39555000000000007,0.6044499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_majo,100,200,0.2,last_n,3,483.44,162.40765499199847,2.4172,0.5424499999999999,0.4575500000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_majo,100,200,0.2,last_n,3,442.68,167.11743655286242,2.2134,0.51435,0.4856499999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,joss,100,200,0.2,last_n,3,429.61,24.796731639472167,2.14805,0.475,0.525
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,soft_joss,100,200,0.2,last_n,3,440.57,23.834955422656027,2.2028499999999998,0.47635,0.5236500000000001
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober,100,200,0.2,last_n,3,440.67,41.83110206532933,2.20335,0.47010000000000013,0.5298999999999999
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,prober_3,100,200,0.2,last_n,3,410.33,76.32418424064551,2.05165,0.4555,0.5445
q_agent_population_mixed_pnoise0p1_seed1,mixed,0.1,hard_prober,100,200,0.2,last_n,3,428.26,59.680418899334136,2.1412999999999998,0.4654,0.5346000000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tft,100,200,0.0,last_n,3,425.0,0.0,2.125,0.44,0.5600000000000003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,mist,100,200,0.0,last_n,3,421.0,0.0,2.105,0.44,0.5600000000000003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tftt,100,200,0.0,last_n,3,653.0,0.0,3.265,0.585,0.4149999999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_tft,100,200,0.0,last_n,3,171.0,0.0,0.855,0.20499999999999996,0.7950000000000002
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,generous_tft,100,200,0.0,last_n,3,470.71,18.295515844053153,2.35355,0.45094999999999996,0.54905
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,alld,100,200,0.0,last_n,3,158.0,0.0,0.79,0.21000000000000005,0.7900000000000003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_majo,100,200,0.0,last_n,3,162.0,0.0,0.81,0.21000000000000005,0.7900000000000003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_majo,100,200,0.0,last_n,3,158.0,0.0,0.79,0.21000000000000005,0.7900000000000003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,joss,100,200,0.0,last_n,3,390.77,14.202010421063633,1.9538499999999999,0.43194999999999995,0.56805
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_joss,100,200,0.0,last_n,3,409.13,12.017200173085245,2.04565,0.4396999999999999,0.5603000000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober,100,200,0.0,last_n,3,436.0,0.0,2.18,0.4549999999999999,0.545
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober_3,100,200,0.0,last_n,3,432.0,0.0,2.16,0.4549999999999999,0.545
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_prober,100,200,0.0,last_n,3,439.0,0.0,2.195,0.4650000000000001,0.5349999999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tft,100,200,0.05,last_n,3,426.11,17.603917177719282,2.13055,0.4334,0.5666
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,mist,100,200,0.05,last_n,3,423.04,17.56583046713135,2.1152,0.4340500000000001,0.56595
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tftt,100,200,0.05,last_n,3,614.1,22.00386329715762,3.0705,0.55465,0.44535
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_tft,100,200,0.05,last_n,3,207.17,13.043814626097689,1.03585,0.26825000000000004,0.73175
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,generous_tft,100,200,0.05,last_n,3,467.46,18.56363111031891,2.3373,0.44949999999999996,0.5505
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,alld,100,200,0.05,last_n,3,180.73,10.07953867991983,0.90365,0.25645,0.74355
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_majo,100,200,0.05,last_n,3,190.64,52.304974906790655,0.9531999999999999,0.26004999999999995,0.73995
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_majo,100,200,0.05,last_n,3,181.3,10.259142264341596,0.9065000000000001,0.25625,0.7437500000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,joss,100,200,0.05,last_n,3,396.07,17.084059821950987,1.98035,0.4217,0.5783
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_joss,100,200,0.05,last_n,3,412.19,19.347710458863087,2.06095,0.4301499999999999,0.5698500000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober,100,200,0.05,last_n,3,434.21,16.707659919928943,2.1710499999999997,0.4468,0.5532
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober_3,100,200,0.05,last_n,3,421.62,44.802852587753826,2.1081,0.4388,0.5612
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_prober,100,200,0.05,last_n,3,433.05,16.405105912489564,2.16525,0.4478999999999999,0.5521
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tft,100,200,0.1,last_n,3,428.76,18.82717185346753,2.1438,0.42889999999999995,0.5711
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,mist,100,200,0.1,last_n,3,426.1,18.85232081203797,2.1305,0.42905,0.57095
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tftt,100,200,0.1,last_n,3,588.08,22.92015706752465,2.9404000000000003,0.5564,0.4436
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_tft,100,200,0.1,last_n,3,243.02,17.92538981445034,1.2151,0.32445,0.6755500000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,generous_tft,100,200,0.1,last_n,3,469.28,20.559708169135085,2.3464,0.45445,0.54555
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,alld,100,200,0.1,last_n,3,205.04,13.550586703165292,1.0252,0.30535,0.69465
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_majo,100,200,0.1,last_n,3,251.13,129.58268827277817,1.25565,0.33244999999999997,0.6675499999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_majo,100,200,0.1,last_n,3,242.4,125.03463520161124,1.212,0.3308499999999999,0.66915
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,joss,100,200,0.1,last_n,3,407.33,20.175259601799425,2.03665,0.43465000000000004,0.56535
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_joss,100,200,0.1,last_n,3,418.54,19.893928722100117,2.0927000000000002,0.43245,0.56755
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober,100,200,0.1,last_n,3,430.06,37.07635904454481,2.1503,0.4371999999999999,0.5628000000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober_3,100,200,0.1,last_n,3,409.2,69.82478070141002,2.046,0.42369999999999997,0.5763
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_prober,100,200,0.1,last_n,3,429.22,37.440240383843694,2.1461,0.4361,0.5639
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tft,100,200,0.2,last_n,3,445.29,23.521179817347598,2.2264500000000003,0.46335,0.53665
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,mist,100,200,0.2,last_n,3,443.83,23.21122788652078,2.21915,0.46385000000000004,0.5361499999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,tftt,100,200,0.2,last_n,3,550.61,23.773470508110503,2.75305,0.5767,0.4233
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_tft,100,200,0.2,last_n,3,304.71,22.874131677508547,1.52355,0.41655000000000003,0.5834499999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,generous_tft,100,200,0.2,last_n,3,467.51,21.2082507529499,2.33755,0.48750000000000004,0.5125
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,alld,100,200,0.2,last_n,3,257.95,19.219976586874395,1.28975,0.39970000000000006,0.6003
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_majo,100,200,0.2,last_n,3,406.3,162.5004307686598,2.0315,0.49465,0.5053500000000001
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_majo,100,200,0.2,last_n,3,376.22,153.76141128384586,1.8811000000000002,0.48235000000000006,0.5176499999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,joss,100,200,0.2,last_n,3,423.43,22.51277637254011,2.11715,0.4571,0.5428999999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,soft_joss,100,200,0.2,last_n,3,434.43,20.63310689159536,2.1721500000000002,0.4639,0.5361
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober,100,200,0.2,last_n,3,441.82,41.62988830155565,2.2091,0.47225000000000006,0.5277499999999999
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,prober_3,100,200,0.2,last_n,3,410.63,77.11260013772068,2.05315,0.45899999999999996,0.541
q_agent_population_mixed_pnoise0p1_seed2,mixed,0.1,hard_prober,100,200,0.2,last_n,3,440.69,41.906251323639054,2.20345,0.4724500000000001,0.5275499999999999
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tft,100,200,0.0,last_n,3,459.0,0.0,2.295,0.5050000000000001,0.49499999999999994
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,mist,100,200,0.0,last_n,3,455.0,0.0,2.275,0.5050000000000001,0.49499999999999994
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tftt,100,200,0.0,last_n,3,649.0,0.0,3.245,0.6100000000000001,0.39000000000000007
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_tft,100,200,0.0,last_n,3,211.0,0.0,1.055,0.35999999999999993,0.6399999999999999
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,generous_tft,100,200,0.0,last_n,3,481.84,13.351194703096796,2.4092,0.48565,0.51435
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,alld,100,200,0.0,last_n,3,135.0,0.0,0.675,0.32500000000000007,0.6749999999999998
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_majo,100,200,0.0,last_n,3,139.0,0.0,0.695,0.32500000000000007,0.6749999999999998
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_majo,100,200,0.0,last_n,3,135.0,0.0,0.675,0.32500000000000007,0.6749999999999998
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,joss,100,200,0.0,last_n,3,410.82,17.712357268302828,2.0541,0.48095000000000004,0.5190499999999999
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_joss,100,200,0.0,last_n,3,433.92,14.254599257783434,2.1696,0.49295,0.50705
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober,100,200,0.0,last_n,3,459.0,0.0,2.295,0.49499999999999994,0.5050000000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober_3,100,200,0.0,last_n,3,467.0,0.0,2.335,0.525,0.475
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_prober,100,200,0.0,last_n,3,468.0,0.0,2.34,0.52,0.48
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tft,100,200,0.05,last_n,3,437.31,15.829526208955214,2.18655,0.4634499999999999,0.5365500000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,mist,100,200,0.05,last_n,3,433.9,15.346335067370319,2.1694999999999998,0.46374999999999994,0.5362500000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tftt,100,200,0.05,last_n,3,626.75,16.1847922445733,3.13375,0.58965,0.41035000000000005
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_tft,100,200,0.05,last_n,3,218.75,15.360582671240046,1.09375,0.3589499999999999,0.64105
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,generous_tft,100,200,0.05,last_n,3,472.74,17.715879882184794,2.3637,0.46805,0.53195
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,alld,100,200,0.05,last_n,3,165.78,11.893342675631608,0.8289,0.33630000000000004,0.6637000000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_majo,100,200,0.05,last_n,3,255.06,189.9705671939735,1.2753,0.3846,0.6154
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_majo,100,200,0.05,last_n,3,223.48,161.75354586530705,1.1174,0.36895000000000006,0.63105
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,joss,100,200,0.05,last_n,3,404.84,17.178311907751585,2.0242,0.4517,0.5483
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_joss,100,200,0.05,last_n,3,420.81,17.378547119940723,2.10405,0.45930000000000004,0.5407
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober,100,200,0.05,last_n,3,435.24,41.634870000997964,2.1762,0.45929999999999993,0.5407000000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober_3,100,200,0.05,last_n,3,434.23,49.86879886261549,2.17115,0.47470000000000007,0.5253
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_prober,100,200,0.05,last_n,3,443.33,16.06303520509122,2.21665,0.47264999999999996,0.5273500000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tft,100,200,0.1,last_n,3,438.23,20.689540835890966,2.19115,0.4479999999999999,0.552
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,mist,100,200,0.1,last_n,3,435.57,20.496953432156694,2.17785,0.44819999999999993,0.5518000000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tftt,100,200,0.1,last_n,3,601.09,19.278534695354832,3.00545,0.5895,0.4105
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_tft,100,200,0.1,last_n,3,247.48,16.673619882916846,1.2374,0.37520000000000003,0.6248
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,generous_tft,100,200,0.1,last_n,3,471.87,20.20477913761989,2.35935,0.46809999999999996,0.5319
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,alld,100,200,0.1,last_n,3,197.33,14.913118386172627,0.98665,0.3522,0.6477999999999998
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_majo,100,200,0.1,last_n,3,310.26,192.71666352446016,1.5513,0.41620000000000007,0.5838
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_majo,100,200,0.1,last_n,3,289.05,181.21646586334256,1.4452500000000001,0.40675000000000006,0.5932499999999999
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,joss,100,200,0.1,last_n,3,411.05,19.299935233051947,2.05525,0.44364999999999993,0.55635
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_joss,100,200,0.1,last_n,3,424.22,17.878243761622674,2.1211,0.44520000000000004,0.5548
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober,100,200,0.1,last_n,3,430.16,56.79537305098014,2.1508000000000003,0.44644999999999996,0.55355
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober_3,100,200,0.1,last_n,3,417.65,74.92694775579744,2.08825,0.45130000000000003,0.5487
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_prober,100,200,0.1,last_n,3,438.0,39.964234009924425,2.19,0.4542,0.5458
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tft,100,200,0.2,last_n,3,449.41,20.70753244594826,2.24705,0.48114999999999997,0.51885
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,mist,100,200,0.2,last_n,3,447.02,20.540194741043717,2.2351,0.48005,0.51995
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,tftt,100,200,0.2,last_n,3,558.63,22.598077351845667,2.79315,0.59185,0.40815000000000007
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_tft,100,200,0.2,last_n,3,300.33,21.181149638298674,1.50165,0.43145000000000006,0.56855
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,generous_tft,100,200,0.2,last_n,3,472.38,22.448509972824475,2.3619,0.5003499999999999,0.4996500000000001
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,alld,100,200,0.2,last_n,3,256.65,19.142818496762697,1.2832499999999998,0.4144,0.5856
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_majo,100,200,0.2,last_n,3,448.54,166.03737049230816,2.2427,0.53205,0.46795000000000003
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_majo,100,200,0.2,last_n,3,395.88,158.96391288591258,1.9794,0.5016,0.49839999999999995
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,joss,100,200,0.2,last_n,3,427.44,21.5853283505255,2.1372,0.4832,0.5168
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,soft_joss,100,200,0.2,last_n,3,439.28,19.790947425527662,2.1963999999999997,0.47780000000000006,0.5222
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober,100,200,0.2,last_n,3,437.04,55.0168919514725,2.1852,0.4789,0.5210999999999999
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,prober_3,100,200,0.2,last_n,3,414.32,79.26813735669585,2.0716,0.47295000000000004,0.52705
q_agent_population_mixed_pnoise0p1_seed3,mixed,0.1,hard_prober,100,200,0.2,last_n,3,440.66,50.857294462053325,2.2033,0.48184999999999995,0.51815
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,tft,100,200,0.0,last_n,3,410.0,0.0,2.05,0.3999999999999999,0.6
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,mist,100,200,0.0,last_n,3,398.0,0.0,1.99,0.38000000000000006,0.6199999999999999
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,tftt,100,200,0.0,last_n,3,630.0,0.0,3.15,0.5750000000000002,0.42499999999999977
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,hard_tft,100,200,0.0,last_n,3,169.0,0.0,0.845,0.35999999999999993,0.6399999999999999
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,generous_tft,100,200,0.0,last_n,3,468.56,17.494753499263716,2.3428,0.43955,0.5604500000000001
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,alld,100,200,0.0,last_n,3,138.0,0.0,0.69,0.30999999999999994,0.6899999999999997
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,soft_majo,100,200,0.0,last_n,3,758.0,0.0,3.79,0.5900000000000001,0.4099999999999999
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,hard_majo,100,200,0.0,last_n,3,138.0,0.0,0.69,0.30999999999999994,0.6899999999999997
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,joss,100,200,0.0,last_n,3,380.34,17.266279274933556,1.9017,0.39299999999999996,0.607
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,soft_joss,100,200,0.0,last_n,3,397.43,15.511450609146781,1.98715,0.40325000000000005,0.59675
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,prober,100,200,0.0,last_n,3,409.0,0.0,2.045,0.39000000000000007,0.6100000000000001
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,prober_3,100,200,0.0,last_n,3,389.0,0.0,1.945,0.3500000000000001,0.6500000000000001
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,hard_prober,100,200,0.0,last_n,3,391.0,0.0,1.955,0.34499999999999986,0.6550000000000001
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,tft,100,200,0.05,last_n,3,428.2,18.525657883055057,2.141,0.42414999999999997,0.57585
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,mist,100,200,0.05,last_n,3,422.88,19.866695749419428,2.1144,0.41450000000000004,0.5855
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,tftt,100,200,0.05,last_n,3,617.94,19.778179896036946,3.0897,0.5441499999999999,0.45585000000000003
q_agent_population_mixed_pnoise0p2_seed1,mixed,0.2,hard_tft,100,200,0.05,last_n,3,203.57,15.897958988499122,1.01785,0.36560000000000004,0.6344
